County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
Virginia,King George,92.0%,76.2%,15.8%,1.9%,2.5%,0.6%,0.4%,2.5%,54.6%,30.2%,14.1%,11.8%,16.3%,10.1%,5.0%,11.8%,6.8%,6.1%,17.9%,31.6,3.0%,11.4%,37.7%,47.9%,2938
Virginia,King William,93.5%,83.5%,10.0%,0.2%,0.8%,0.0%,0.3%,5.2%,26.3%,73.1%,10.0%,7.5%,3.7%,6.5%,7.3%,13.3%,16.4%,22.7%,12.6%,35.9,1.5%,9.0%,40.3%,49.3%,2943
Virginia,Lancaster,86.8%,77.7%,9.1%,0.6%,3.4%,0.0%,2.3%,6.9%,80.5%,18.3%,27.5%,23.7%,9.5%,10.5%,4.6%,10.8%,3.1%,2.3%,8.2%,21.9,3.3%,21.1%,42.0%,33.6%,2948
Virginia,Lee,95.4%,84.1%,11.3%,0.4%,1.2%,0.0%,0.5%,2.5%,57.0%,22.8%,16.9%,14.2%,14.0%,12.3%,6.4%,11.9%,4.7%,8.3%,11.3%,26.5,3.0%,15.0%,37.0%,45.0%,2950
Virginia,Loudoun,88.3%,78.6%,9.7%,2.5%,1.6%,0.2%,0.9%,6.5%,45.6%,43.4%,8.4%,9.6%,10.7%,12.9%,5.0%,13.8%,9.5%,13.7%,16.4%,33.4,1.2%,14.0%,49.3%,35.6%,2952
Virginia,Louisa,93.5%,78.6%,14.9%,0.4%,1.4%,0.0%,0.9%,3.9%,37.0%,61.8%,6.3%,6.2%,10.1%,8.7%,6.6%,16.9%,12.7%,17.5%,15.0%,35.5,2.2%,15.9%,27.0%,55.0%,2953
Virginia,Lunenburg,91.4%,82.8%,8.6%,0.7%,1.5%,0.0%,2.4%,4.0%,43.4%,54.9%,15.7%,9.9%,10.4%,12.1%,7.2%,16.5%,5.3%,6.5%,16.4%,30.5,2.0%,20.7%,41.1%,36.2%,2954
Virginia,Madison,92.2%,81.1%,11.0%,0.0%,1.0%,0.2%,1.0%,5.7%,41.1%,57.6%,16.8%,8.7%,11.9%,9.9%,3.5%,11.9%,11.6%,12.8%,13.0%,31.9,0.2%,11.8%,36.1%,51.9%,2955
Virginia,Mathews,88.3%,80.5%,7.8%,1.6%,3.6%,0.0%,0.5%,6.0%,43.7%,53.8%,13.5%,12.6%,9.2%,12.8%,2.6%,8.0%,3.7%,7.3%,30.2%,37.3,1.0%,15.2%,39.3%,44.5%,2962
Virginia,Mecklenburg,89.4%,77.1%,12.3%,0.4%,1.2%,0.2%,2.9%,5.9%,73.4%,17.6%,19.2%,17.3%,12.0%,10.7%,6.4%,11.7%,4.8%,6.6%,11.2%,27.4,3.1%,18.0%,35.7%,43.2%,2964
Virginia,Middlesex,87.5%,79.4%,8.0%,1.2%,4.1%,0.0%,0.8%,6.5%,55.8%,43.3%,14.5%,18.7%,11.9%,10.3%,9.3%,12.5%,2.1%,5.0%,15.8%,27.0,1.4%,20.6%,31.0%,46.9%,2965
Virginia,Montgomery,85.7%,75.0%,10.7%,2.9%,4.3%,1.1%,0.6%,5.5%,78.7%,20.3%,21.1%,24.2%,19.8%,11.7%,4.6%,7.2%,4.5%,4.1%,2.8%,18.2,3.2%,19.1%,40.5%,37.3%,2966
Virginia,Nelson,87.1%,69.5%,17.7%,0.0%,2.3%,0.0%,4.0%,6.6%,41.7%,57.1%,9.8%,7.5%,10.6%,10.2%,7.4%,17.4%,13.1%,13.8%,10.1%,31.6,3.9%,19.1%,35.8%,41.2%,2968
Virginia,New Kent,95.2%,85.6%,9.7%,0.3%,0.6%,0.0%,0.8%,3.1%,20.7%,78.2%,7.4%,6.5%,8.3%,13.1%,8.6%,21.0%,15.2%,13.8%,6.1%,30.6,0.1%,7.2%,33.9%,58.7%,2971
Virginia,Northampton,91.3%,75.7%,15.5%,1.1%,1.7%,0.0%,1.1%,4.8%,81.1%,17.4%,28.5%,16.6%,19.5%,14.8%,4.1%,6.8%,2.9%,4.3%,2.5%,17.5,2.3%,22.3%,38.1%,37.4%,2982
Virginia,Northumberland,84.2%,74.6%,9.7%,0.3%,3.3%,0.0%,2.7%,9.4%,52.4%,45.6%,18.9%,19.5%,16.7%,9.5%,7.3%,13.8%,2.9%,3.2%,8.2%,24.7,1.4%,16.0%,40.6%,42.0%,2983
Virginia,Nottoway,87.1%,73.4%,13.7%,0.7%,3.4%,0.0%,5.6%,3.2%,55.6%,43.3%,18.8%,20.5%,10.6%,6.7%,2.8%,7.8%,4.8%,8.9%,19.1%,28.6,7.2%,27.4%,32.7%,32.7%,2984
Virginia,Orange,90.3%,79.4%,10.8%,2.2%,2.2%,0.0%,0.7%,4.6%,36.3%,60.1%,10.4%,9.6%,10.5%,9.3%,4.8%,12.0%,9.0%,12.7%,21.7%,38.5,1.9%,13.2%,45.6%,39.2%,2985
Virginia,Page,93.1%,77.3%,15.7%,0.5%,2.9%,0.0%,1.0%,2.6%,54.7%,43.7%,21.3%,13.3%,11.7%,6.3%,2.1%,6.0%,7.1%,11.6%,20.5%,34.4,0.9%,15.2%,30.6%,53.3%,2986
Virginia,Patrick,94.2%,85.0%,9.2%,1.0%,1.5%,0.0%,2.1%,1.2%,56.3%,23.2%,19.8%,9.5%,15.8%,13.7%,6.9%,11.9%,8.5%,6.6%,7.4%,24.9,1.8%,13.5%,31.0%,53.7%,2987
Virginia,Pittsylvania,93.1%,83.9%,9.2%,0.8%,1.3%,0.0%,1.2%,3.6%,39.0%,55.7%,10.5%,10.9%,18.0%,21.2%,8.0%,12.0%,6.1%,6.3%,7.2%,25.6,1.7%,16.0%,34.1%,48.2%,2988
Virginia,Powhatan,90.3%,83.4%,6.9%,0.6%,2.6%,0.0%,1.1%,5.4%,30.4%,68.5%,10.3%,5.2%,10.3%,8.6%,7.3%,16.7%,14.1%,19.7%,7.9%,31.6,0.7%,8.1%,39.9%,51.4%,2989
Virginia,Prince Edward,85.2%,72.9%,12.3%,0.9%,5.8%,0.0%,4.3%,3.8%,71.3%,28.0%,26.8%,18.4%,13.9%,11.0%,4.1%,8.6%,3.4%,5.1%,8.7%,21.4,1.7%,21.2%,37.6%,39.6%,2990
Virginia,Prince George,82.1%,77.4%,4.7%,3.7%,3.9%,0.0%,1.0%,9.2%,43.8%,55.0%,16.7%,14.3%,16.4%,14.9%,8.1%,11.7%,6.9%,7.9%,3.2%,22.1,0.6%,11.9%,36.0%,51.4%,2991
Virginia,Prince William,87.4%,70.8%,16.6%,5.3%,2.1%,0.2%,1.2%,3.9%,36.0%,50.7%,7.5%,7.8%,9.1%,8.5%,3.6%,12.0%,10.0%,16.9%,24.7%,38.8,2.0%,14.9%,42.7%,40.4%,2992
Virginia,Pulaski,95.3%,85.4%,9.8%,0.1%,0.9%,0.1%,1.2%,2.4%,58.0%,40.9%,16.6%,17.1%,18.9%,15.6%,6.3%,12.5%,4.3%,4.2%,4.4%,22.0,2.2%,15.4%,41.3%,41.2%,2993
Virginia,Rappahannock,79.9%,71.5%,8.4%,0.5%,2.7%,0.0%,0.8%,16.1%,44.5%,52.0%,11.9%,8.1%,13.9%,8.3%,4.6%,10.4%,7.0%,17.1%,18.6%,35.1,1.9%,10.1%,37.4%,50.6%,2994
Virginia,Rockbridge,90.0%,79.5%,10.5%,0.2%,2.4%,0.1%,1.0%,6.3%,56.8%,42.6%,18.4%,14.8%,17.5%,17.6%,5.2%,10.9%,5.9%,5.7%,4.0%,20.9,2.4%,10.8%,37.2%,49.5%,2997
Virginia,Rockingham,90.2%,80.7%,9.4%,0.5%,3.1%,0.3%,1.1%,4.7%,50.4%,48.3%,14.9%,14.1%,17.2%,19.2%,7.7%,12.5%,4.9%,5.5%,3.9%,22.4,3.4%,13.1%,36.5%,46.9%,2998
Virginia,Russell,96.6%,79.4%,17.2%,0.1%,0.8%,0.0%,0.7%,1.9%,53.5%,43.3%,17.9%,13.5%,7.7%,10.6%,8.7%,11.6%,7.9%,11.4%,10.7%,27.9,0.7%,13.2%,41.3%,44.7%,2999
Virginia,Scott,93.7%,82.1%,11.7%,0.4%,0.8%,0.0%,0.2%,4.8%,42.5%,12.1%,11.4%,8.4%,11.6%,14.4%,8.0%,14.4%,9.0%,15.6%,7.2%,27.9,1.0%,12.3%,37.2%,49.5%,2585
Virginia,Shenandoah,94.7%,84.0%,10.7%,0.1%,1.8%,0.1%,0.4%,2.9%,60.7%,37.5%,18.8%,14.1%,11.2%,13.5%,6.0%,10.2%,6.1%,6.6%,13.5%,28.6,0.8%,13.4%,35.9%,49.9%,2594
Virginia,Smyth,95.2%,82.5%,12.8%,0.1%,1.3%,0.0%,1.8%,1.5%,76.8%,21.2%,19.2%,17.9%,16.6%,11.7%,6.7%,11.6%,5.0%,6.0%,5.2%,22.3,2.1%,17.7%,39.3%,40.8%,2600
Virginia,Southampton,91.5%,82.4%,9.1%,0.4%,1.5%,0.0%,2.6%,4.1%,32.3%,66.0%,11.3%,12.1%,17.8%,12.7%,3.7%,12.3%,7.4%,9.0%,13.8%,29.4,1.6%,15.7%,33.9%,48.8%,2608
Virginia,Spotsylvania,91.0%,77.7%,13.3%,3.9%,0.4%,0.2%,1.3%,3.3%,33.1%,58.4%,6.7%,9.9%,12.9%,12.4%,5.9%,10.3%,6.1%,10.5%,25.3%,39.1,1.0%,12.0%,38.5%,48.5%,2619
Virginia,Stafford,87.9%,73.6%,14.3%,3.5%,2.5%,0.0%,1.1%,4.9%,31.9%,58.2%,8.5%,8.1%,11.4%,11.5%,4.7%,9.6%,5.8%,12.2%,28.2%,39.2,1.0%,13.1%,40.3%,45.6%,2629
Virginia,Surry,96.7%,84.6%,12.1%,0.0%,0.7%,0.0%,0.1%,2.5%,29.5%,69.5%,6.0%,11.0%,11.5%,11.8%,2.9%,10.4%,11.4%,18.0%,17.0%,34.2,1.2%,10.8%,33.3%,54.8%,2636
Virginia,Sussex,92.0%,79.0%,13.0%,0.2%,0.5%,0.0%,3.5%,3.9%,51.7%,48.3%,18.7%,7.6%,12.6%,13.6%,7.5%,16.7%,8.7%,8.1%,6.4%,25.1,2.1%,20.4%,37.5%,40.0%,2647
Virginia,Tazewell,95.4%,82.5%,12.9%,0.5%,1.8%,0.0%,0.6%,1.7%,68.6%,14.2%,19.7%,17.6%,11.8%,12.7%,5.8%,10.2%,5.0%,7.2%,9.9%,25.2,2.5%,15.3%,43.2%,39.1%,2656
Virginia,Warren,90.9%,76.8%,14.0%,0.7%,1.8%,0.1%,1.1%,5.5%,46.9%,48.7%,13.6%,14.2%,9.9%,6.8%,2.7%,7.9%,6.7%,9.9%,28.2%,37.4,1.6%,15.5%,36.6%,46.3%,2662
Virginia,Washington,93.6%,83.2%,10.5%,0.2%,2.5%,0.1%,0.4%,3.2%,66.4%,21.3%,15.0%,16.6%,19.4%,15.8%,5.3%,12.3%,4.7%,5.0%,6.0%,22.6,2.0%,14.0%,44.3%,39.6%,2667
Virginia,Westmoreland,91.4%,80.5%,10.9%,1.2%,1.9%,0.0%,1.0%,4.5%,42.4%,49.4%,12.1%,13.0%,13.7%,9.9%,3.5%,11.7%,3.5%,10.7%,22.0%,37.9,0.9%,17.7%,35.9%,45.5%,2684
Virginia,Wise,95.7%,85.4%,10.3%,0.4%,1.3%,0.0%,0.6%,1.9%,67.3%,29.2%,18.9%,18.6%,14.7%,15.4%,5.3%,11.6%,4.9%,4.5%,6.0%,22.0,2.8%,20.1%,40.2%,36.9%,2695
Virginia,Wythe,96.4%,83.1%,13.3%,0.5%,0.9%,0.1%,0.9%,1.3%,70.2%,26.9%,18.8%,15.4%,16.9%,14.8%,7.1%,11.3%,5.2%,6.4%,4.1%,21.9,2.1%,13.0%,41.6%,43.2%,2699
Virginia,York,89.2%,82.2%,7.1%,0.3%,4.5%,0.1%,1.0%,4.9%,27.9%,70.2%,11.4%,17.1%,21.0%,16.5%,6.5%,13.2%,4.7%,5.5%,4.1%,22.0,0.9%,12.3%,41.1%,45.7%,2709
Washington,Adams,85.3%,71.0%,14.3%,0.7%,5.9%,0.2%,3.4%,4.4%,80.7%,18.5%,43.9%,14.8%,11.5%,7.6%,1.3%,9.5%,2.3%,3.9%,5.1%,16.2,0.4%,14.0%,47.0%,38.7%,2840
Washington,Asotin,90.9%,80.1%,10.8%,1.1%,4.5%,0.1%,0.8%,2.5%,45.2%,4.6%,28.2%,25.2%,24.4%,10.1%,1.3%,2.8%,1.6%,2.4%,4.1%,16.5,2.3%,14.5%,40.5%,42.7%,2845
Washington,Benton,91.9%,77.8%,14.2%,1.6%,1.9%,0.3%,1.1%,3.2%,77.6%,20.1%,16.7%,17.8%,18.8%,17.3%,4.8%,8.2%,4.8%,6.6%,4.9%,21.2,1.9%,15.1%,38.7%,44.4%,2847
Washington,Chelan,86.2%,78.0%,8.3%,1.7%,4.2%,0.7%,2.1%,5.0%,86.5%,13.0%,26.0%,20.7%,19.0%,13.5%,3.5%,7.3%,2.4%,3.6%,3.9%,17.8,1.8%,14.2%,43.7%,40.3%,2852
Washington,Clallam,85.9%,75.1%,10.8%,1.2%,3.8%,0.8%,2.3%,6.0%,93.8%,4.8%,28.4%,19.9%,14.4%,10.0%,4.5%,9.2%,3.9%,3.1%,6.7%,20.9,2.4%,15.3%,41.3%,40.9%,2861
Washington,Clark,88.7%,78.3%,10.5%,2.4%,1.5%,0.6%,1.1%,5.8%,65.2%,2.7%,11.4%,14.0%,15.3%,17.0%,7.4%,14.4%,7.2%,7.3%,6.0%,25.0,1.4%,17.5%,44.0%,37.1%,2865
Washington,Columbia,82.9%,71.4%,11.6%,0.5%,8.7%,1.1%,0.8%,5.9%,67.8%,31.2%,42.2%,14.1%,7.6%,5.7%,1.3%,5.1%,7.9%,10.0%,6.1%,21.7,2.1%,14.8%,40.7%,42.4%,2869
Washington,Cowlitz,93.1%,78.8%,14.3%,0.2%,1.7%,0.8%,1.4%,2.9%,76.3%,12.1%,19.4%,18.7%,17.3%,12.6%,4.2%,7.1%,5.0%,7.3%,8.5%,23.6,2.6%,17.3%,39.9%,40.2%,2871
Washington,Douglas,88.7%,74.6%,14.0%,1.6%,2.9%,0.4%,3.1%,3.3%,40.0%,59.2%,21.7%,20.4%,22.4%,13.7%,3.2%,8.2%,3.0%,3.2%,4.3%,18.9,1.5%,17.5%,38.9%,42.1%,2877
Washington,Ferry,81.1%,69.8%,11.3%,0.0%,6.4%,0.2%,1.6%,10.7%,79.0%,18.9%,25.9%,15.4%,13.8%,10.5%,3.6%,5.5%,6.0%,7.1%,12.2%,24.3,0.4%,13.4%,39.5%,46.7%,2880
Washington,Franklin,90.0%,70.9%,19.1%,1.7%,2.0%,0.1%,0.8%,5.5%,56.2%,42.1%,16.2%,16.8%,22.0%,15.7%,3.5%,10.7%,3.9%,6.3%,5.0%,21.2,1.6%,15.7%,36.8%,45.9%,2884
Washington,Garfield,85.2%,73.9%,11.4%,0.0%,4.8%,0.7%,2.2%,7.0%,74.0%,14.9%,42.2%,14.5%,7.2%,11.1%,3.4%,4.7%,4.4%,8.2%,4.4%,17.2,0.0%,13.6%,35.6%,50.8%,2886
Washington,Grant,87.9%,73.3%,14.6%,0.7%,3.2%,0.4%,2.2%,5.5%,92.9%,6.6%,28.5%,19.2%,14.9%,12.1%,4.5%,9.9%,3.9%,3.3%,3.7%,18.3,2.4%,18.3%,34.4%,44.9%,2889
Washington,Grays Harbor,89.4%,75.0%,14.5%,1.5%,3.4%,0.5%,0.6%,4.6%,82.2%,17.1%,25.8%,14.8%,12.4%,10.1%,4.7%,11.4%,5.5%,6.1%,9.1%,24.2,2.4%,19.7%,38.6%,39.2%,2894
Washington,Island,81.8%,71.6%,10.2%,2.9%,7.5%,0.3%,1.7%,5.8%,71.0%,27.4%,22.9%,20.9%,16.2%,7.7%,2.2%,5.6%,4.8%,6.7%,12.9%,26.0,1.3%,16.2%,43.3%,39.3%,2898
Washington,Jefferson,79.4%,70.3%,9.1%,1.5%,4.1%,2.1%,2.7%,10.2%,80.6%,17.6%,25.4%,19.2%,11.3%,11.6%,2.1%,10.0%,6.0%,5.0%,9.5%,24.6,1.7%,18.5%,39.8%,40.0%,2905
Washington,King,76.8%,65.7%,11.1%,11.0%,4.4%,1.3%,1.1%,5.5%,92.4%,6.9%,9.4%,11.5%,14.7%,16.1%,7.5%,16.4%,8.7%,8.5%,7.3%,26.6,4.4%,25.0%,41.9%,28.8%,2913
Washington,Kitsap,79.8%,67.5%,12.3%,7.8%,4.3%,0.5%,1.9%,5.6%,80.6%,18.3%,12.3%,14.5%,14.8%,15.5%,5.8%,11.7%,5.5%,5.5%,14.3%,29.9,2.1%,17.9%,40.1%,39.9%,2927
Washington,Kittitas,81.4%,71.8%,9.6%,0.4%,9.5%,3.2%,1.1%,4.3%,85.7%,14.0%,33.2%,22.0%,16.4%,7.1%,1.7%,5.1%,2.8%,4.2%,7.5%,20.0,2.9%,14.5%,42.3%,40.3%,2932
Washington,Klickitat,86.3%,75.3%,11.0%,0.2%,5.8%,0.2%,0.7%,6.8%,69.2%,7.1%,32.4%,17.6%,9.5%,10.8%,5.6%,8.0%,3.1%,5.2%,7.7%,19.6,1.7%,15.5%,43.3%,39.4%,2935
Washington,Lewis,91.8%,78.5%,13.3%,0.3%,2.3%,0.1%,1.0%,4.5%,76.8%,21.1%,18.1%,16.6%,15.6%,10.9%,4.8%,11.8%,4.9%,7.0%,10.2%,26.1,1.5%,14.0%,34.4%,50.1%,2940
Washington,Lincoln,80.2%,69.9%,10.3%,0.2%,10.3%,0.5%,3.6%,5.3%,69.4%,29.7%,42.7%,8.0%,8.7%,4.7%,3.6%,10.3%,5.1%,6.7%,10.3%,21.3,0.4%,12.7%,37.2%,49.7%,2942
Washington,Mason,90.3%,76.0%,14.3%,1.3%,2.6%,0.1%,1.3%,4.4%,56.8%,42.7%,16.2%,8.4%,8.9%,9.9%,8.6%,14.0%,8.2%,11.2%,14.7%,31.8,1.3%,13.4%,36.2%,49.2%,2946
Washington,Okanogan,85.4%,75.8%,9.6%,0.1%,5.0%,0.1%,0.7%,8.7%,90.8%,8.8%,36.7%,16.4%,14.9%,8.1%,3.4%,7.5%,4.2%,4.5%,4.3%,18.1,1.4%,15.5%,38.0%,45.0%,2947
Washington,Pacific,85.4%,74.4%,11.0%,0.5%,6.8%,0.1%,1.3%,5.9%,77.6%,13.8%,36.3%,17.1%,10.6%,5.7%,4.1%,9.7%,3.5%,4.6%,8.2%,21.5,2.2%,17.6%,37.6%,42.6%,2949
Washington,Pend Oreille,86.5%,77.1%,9.4%,0.0%,4.6%,0.1%,1.7%,7.1%,59.5%,29.8%,21.3%,12.1%,9.4%,11.0%,2.8%,10.4%,3.8%,10.3%,18.8%,29.2,0.9%,15.3%,39.4%,44.4%,2951
Washington,Pierce,87.7%,76.5%,11.2%,3.4%,3.0%,0.3%,1.2%,4.3%,71.8%,27.2%,11.5%,12.1%,13.7%,14.2%,6.5%,14.1%,7.7%,9.2%,11.0%,28.4,1.8%,18.8%,41.9%,37.5%,2956
Washington,San Juan,68.3%,62.6%,5.7%,2.1%,9.5%,1.2%,2.9%,16.0%,95.8%,3.1%,27.5%,24.1%,28.1%,8.6%,2.8%,3.0%,0.6%,2.0%,3.2%,16.1,3.3%,21.8%,40.7%,34.2%,2957
Washington,Skagit,90.7%,79.2%,11.4%,0.9%,2.7%,0.5%,0.9%,4.4%,77.9%,21.3%,17.7%,14.5%,15.8%,11.9%,6.3%,11.3%,6.1%,6.6%,9.9%,25.6,1.6%,15.6%,38.7%,44.1%,2958
Washington,Skamania,87.8%,78.9%,8.9%,0.3%,2.1%,0.0%,0.9%,8.9%,48.8%,30.6%,14.6%,13.7%,14.3%,8.3%,2.6%,10.1%,10.6%,14.0%,11.8%,30.2,0.4%,12.0%,40.6%,47.0%,2959
Washington,Snohomish,87.3%,74.3%,13.0%,5.2%,1.7%,0.3%,0.9%,4.6%,63.1%,36.3%,9.8%,11.2%,13.0%,13.3%,6.1%,14.9%,8.6%,11.4%,11.7%,29.7,1.9%,16.6%,41.3%,40.3%,2960
Washington,Spokane,87.2%,77.0%,10.2%,2.9%,2.9%,0.7%,1.1%,5.2%,95.5%,1.6%,14.5%,16.5%,19.0%,18.5%,7.2%,12.5%,4.3%,4.4%,3.3%,21.1,2.1%,19.0%,42.0%,37.0%,2961
Washington,Stevens,89.0%,76.1%,12.9%,0.1%,2.3%,0.6%,1.2%,6.9%,65.9%,31.5%,18.9%,13.4%,11.9%,9.8%,3.5%,12.4%,8.2%,10.7%,11.2%,27.9,0.8%,10.9%,34.4%,53.9%,2963
Washington,Thurston,88.9%,77.0%,11.9%,2.3%,2.2%,1.4%,1.2%,4.0%,71.6%,27.4%,12.3%,16.1%,18.1%,16.3%,6.3%,11.2%,5.8%,5.8%,8.2%,24.9,1.7%,18.4%,42.5%,37.4%,2967
Washington,Wahkiakum,85.4%,72.0%,13.4%,0.6%,5.4%,0.0%,3.9%,4.7%,57.9%,30.8%,27.2%,12.4%,7.3%,6.6%,0.6%,7.1%,7.9%,18.7%,12.2%,32.0,0.5%,20.3%,41.8%,37.4%,2969
Washington,Walla Walla,84.8%,72.5%,12.3%,0.7%,6.8%,2.1%,0.9%,4.7%,87.4%,7.8%,36.6%,27.0%,14.9%,6.8%,2.7%,5.3%,1.8%,2.1%,2.7%,14.9,2.4%,20.1%,40.3%,37.2%,2970
Washington,Whatcom,83.0%,73.4%,9.6%,2.8%,4.5%,2.2%,1.4%,6.1%,90.2%,7.9%,19.6%,20.7%,18.4%,13.3%,6.5%,8.7%,4.0%,4.2%,4.8%,20.6,2.8%,19.3%,41.2%,36.7%,2972
Washington,Whitman,71.0%,61.4%,9.6%,5.9%,16.3%,1.3%,0.9%,4.7%,87.4%,5.6%,36.2%,23.8%,16.2%,8.3%,3.3%,4.8%,3.1%,1.9%,2.4%,14.5,4.0%,22.3%,40.0%,33.7%,2973
Washington,Yakima,91.5%,78.6%,12.9%,1.0%,2.4%,0.1%,1.3%,3.8%,95.2%,4.3%,18.4%,19.4%,21.4%,16.9%,4.5%,10.4%,3.4%,2.8%,2.8%,19.0,1.5%,16.3%,38.9%,43.2%,2974
West Virginia,Barbour,90.5%,77.2%,13.3%,0.0%,4.6%,0.0%,0.8%,4.1%,49.7%,48.9%,17.9%,11.0%,11.2%,8.9%,4.4%,12.4%,9.0%,13.0%,12.2%,29.9,2.6%,20.9%,40.5%,36.1%,2975
West Virginia,Berkeley,92.7%,81.8%,10.9%,1.2%,2.1%,0.2%,1.0%,2.8%,53.5%,10.2%,12.0%,12.2%,14.7%,15.9%,7.2%,12.8%,5.5%,6.2%,13.3%,30.0,2.8%,16.5%,43.6%,37.1%,2976
West Virginia,Boone,94.9%,85.6%,9.4%,0.2%,2.5%,0.0%,0.7%,1.8%,59.2%,40.1%,17.5%,8.2%,9.1%,8.8%,5.8%,12.1%,11.8%,15.9%,10.7%,29.1,1.2%,18.2%,41.3%,39.3%,2977
West Virginia,Braxton,93.7%,79.1%,14.6%,0.0%,2.5%,0.1%,0.6%,3.1%,63.3%,32.1%,13.8%,13.1%,15.4%,11.1%,4.5%,9.3%,7.5%,6.1%,19.2%,32.4,2.5%,17.4%,41.7%,38.5%,2978
West Virginia,Brooke,94.5%,85.0%,9.5%,0.1%,2.3%,0.0%,0.3%,2.7%,43.1%,20.4%,16.0%,15.9%,15.1%,12.1%,4.8%,11.6%,6.6%,9.8%,8.2%,25.8,2.0%,17.3%,48.9%,31.7%,2979
West Virginia,Cabell,89.8%,80.4%,9.4%,1.5%,4.0%,0.7%,1.1%,2.8%,79.0%,14.2%,19.1%,19.7%,19.0%,14.9%,6.3%,8.7%,3.9%,4.3%,4.1%,19.9,5.0%,22.9%,44.1%,27.9%,2980
West Virginia,Calhoun,94.4%,70.5%,23.9%,0.0%,1.7%,0.0%,0.3%,3.6%,50.6%,43.0%,16.3%,11.0%,12.9%,3.3%,7.6%,7.2%,6.9%,9.7%,25.3%,39.6,2.1%,18.0%,50.0%,29.9%,2981
West Virginia,Clay,94.8%,79.5%,15.3%,0.4%,2.1%,0.0%,0.3%,2.4%,51.4%,45.8%,10.5%,8.5%,10.5%,5.1%,5.2%,17.5%,5.2%,14.7%,22.8%,35.4,2.3%,20.1%,43.3%,34.3%,3000
West Virginia,Doddridge,90.3%,73.7%,16.6%,0.0%,3.1%,0.0%,1.7%,4.9%,28.3%,69.7%,11.8%,9.9%,11.8%,6.2%,4.8%,12.7%,7.6%,16.2%,19.1%,37.8,5.0%,18.5%,51.4%,25.1%,3002
West Virginia,Fayette,92.4%,79.0%,13.4%,0.1%,3.3%,0.0%,0.5%,3.6%,59.4%,38.8%,19.6%,14.0%,11.2%,12.1%,5.5%,11.6%,6.6%,7.4%,12.1%,27.5,3.1%,21.9%,44.1%,30.9%,3006
West Virginia,Gilmer,87.4%,77.7%,9.7%,0.0%,2.6%,0.0%,0.0%,10.0%,79.0%,20.1%,35.1%,14.9%,10.5%,6.6%,1.1%,10.3%,5.8%,6.8%,8.8%,21.9,1.1%,27.3%,38.6%,33.1%,3008
West Virginia,Grant,91.7%,80.2%,11.5%,0.0%,4.0%,0.0%,0.3%,4.0%,57.6%,33.1%,21.8%,11.2%,12.7%,12.2%,7.5%,14.9%,5.8%,4.6%,9.3%,25.2,1.9%,13.9%,43.2%,41.0%,3011
West Virginia,Greenbrier,92.7%,82.3%,10.4%,0.2%,2.4%,0.1%,1.5%,3.1%,83.9%,9.7%,20.5%,11.7%,16.0%,16.9%,5.9%,9.7%,5.5%,6.6%,7.2%,24.0,2.6%,18.8%,41.0%,37.6%,3013
West Virginia,Hampshire,93.9%,79.4%,14.5%,0.5%,1.4%,0.1%,1.8%,2.4%,43.7%,11.5%,9.5%,12.5%,8.5%,11.7%,3.9%,7.9%,5.2%,23.0%,17.7%,35.8,2.0%,22.4%,35.3%,40.2%,3016
West Virginia,Hancock,91.7%,82.0%,9.7%,1.0%,2.7%,0.1%,1.5%,3.1%,46.8%,14.6%,18.7%,18.4%,14.6%,10.4%,4.5%,9.5%,9.4%,8.1%,6.4%,23.2,2.3%,23.0%,46.2%,28.5%,3017
West Virginia,Hardy,91.8%,80.8%,11.0%,0.0%,2.9%,0.0%,0.8%,4.5%,73.5%,8.4%,17.9%,22.5%,18.4%,11.1%,2.1%,4.4%,6.5%,5.3%,11.7%,25.1,2.9%,18.0%,37.0%,42.1%,3019
West Virginia,Harrison,93.8%,82.7%,11.1%,0.8%,2.2%,0.2%,0.4%,2.6%,80.7%,17.6%,16.8%,15.5%,20.4%,15.9%,7.0%,9.8%,4.5%,4.5%,5.7%,22.0,3.5%,20.6%,45.1%,30.8%,3021
West Virginia,Jackson,94.7%,82.4%,12.3%,0.6%,2.2%,0.0%,0.4%,2.0%,61.7%,34.6%,18.3%,11.1%,11.8%,10.6%,5.1%,11.4%,9.8%,9.4%,12.4%,28.5,2.3%,14.9%,44.9%,37.8%,3023
West Virginia,Jefferson,86.4%,73.3%,13.0%,3.7%,3.3%,0.1%,1.6%,4.9%,45.1%,7.3%,12.3%,11.4%,12.5%,8.3%,2.9%,8.8%,6.0%,9.8%,28.1%,38.3,2.1%,13.6%,43.6%,40.7%,3026
