County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
Texas,Nueces,92.1%,82.1%,10.0%,1.5%,1.5%,0.2%,1.1%,3.7%,91.7%,7.5%,11.2%,19.0%,30.5%,16.2%,4.6%,9.7%,2.4%,3.2%,3.1%,19.8,3.0%,23.6%,41.4%,32.0%,2194
Texas,Ochiltree,95.1%,74.4%,20.7%,0.0%,2.2%,0.0%,0.9%,1.8%,92.8%,4.1%,53.3%,12.9%,9.9%,4.7%,2.0%,5.5%,2.6%,1.0%,8.2%,17.0,0.7%,21.4%,43.0%,34.9%,2204
Texas,Oldham,83.7%,73.8%,10.0%,0.1%,9.6%,0.2%,0.6%,5.8%,64.2%,35.3%,33.8%,6.0%,7.9%,6.9%,1.9%,21.4%,3.6%,9.3%,9.3%,24.5,2.6%,13.5%,37.0%,46.9%,2210
Texas,Orange,96.0%,85.8%,10.1%,0.3%,0.9%,0.0%,0.9%,1.9%,51.0%,42.7%,13.2%,13.1%,16.1%,15.1%,7.5%,17.0%,6.6%,6.5%,4.8%,24.0,2.3%,18.4%,42.6%,36.7%,2214
Texas,Palo Pinto,88.7%,76.0%,12.7%,0.3%,1.5%,0.4%,2.0%,7.1%,60.9%,38.4%,23.8%,17.5%,11.9%,5.5%,4.3%,12.7%,6.1%,7.7%,10.5%,26.3,0.9%,21.5%,31.7%,46.0%,2220
Texas,Panola,95.8%,88.6%,7.2%,0.0%,1.2%,0.0%,0.6%,2.3%,63.7%,28.0%,22.7%,13.7%,13.6%,11.6%,2.8%,9.7%,5.8%,11.0%,9.1%,27.0,0.6%,17.8%,50.2%,31.4%,2227
Texas,Parker,90.7%,81.6%,9.1%,0.2%,0.9%,0.0%,1.0%,7.2%,48.3%,50.8%,10.1%,10.0%,9.4%,13.9%,6.2%,15.9%,8.5%,12.7%,13.1%,32.3,0.8%,10.6%,42.5%,46.1%,2229
Texas,Parmer,91.7%,82.6%,9.2%,0.5%,0.9%,0.0%,4.7%,2.1%,74.6%,15.8%,35.3%,16.0%,20.7%,7.2%,4.2%,11.1%,1.8%,1.5%,2.1%,15.2,0.5%,12.9%,31.9%,54.8%,2235
Texas,Pecos,93.1%,83.0%,10.1%,0.1%,1.5%,0.6%,0.3%,4.3%,82.7%,16.4%,51.9%,14.2%,9.5%,2.6%,0.4%,4.2%,2.4%,4.4%,10.3%,17.1,2.9%,21.9%,31.3%,43.8%,2239
Texas,Polk,91.3%,82.2%,9.1%,0.4%,1.5%,0.0%,3.1%,3.6%,68.8%,28.2%,17.9%,16.3%,13.5%,13.3%,4.5%,11.3%,2.1%,4.7%,16.4%,29.1,2.1%,21.0%,43.8%,33.1%,2243
Texas,Potter,93.7%,82.1%,11.6%,0.4%,1.9%,0.1%,0.8%,3.1%,82.1%,17.5%,14.4%,19.6%,31.0%,15.7%,3.9%,6.9%,1.5%,1.9%,5.1%,19.1,3.7%,25.2%,41.2%,29.9%,2247
Texas,Presidio,72.0%,56.8%,15.2%,0.0%,18.3%,3.8%,1.0%,4.8%,89.4%,10.0%,64.5%,10.8%,2.4%,5.3%,1.0%,2.1%,0.7%,0.0%,13.2%,20.0,6.2%,33.8%,26.8%,33.2%,2261
Texas,Rains,89.7%,73.3%,16.4%,0.0%,1.1%,0.0%,4.7%,4.5%,41.9%,57.8%,16.7%,11.9%,14.1%,10.7%,3.3%,14.3%,4.0%,9.0%,16.0%,31.5,3.5%,11.6%,39.5%,45.4%,2268
Texas,Randall,93.3%,82.8%,10.5%,0.2%,1.3%,0.3%,1.4%,3.6%,42.6%,56.3%,15.2%,19.8%,25.6%,16.5%,4.0%,8.9%,2.8%,2.9%,4.3%,19.8,1.3%,18.1%,42.7%,38.0%,2274
Texas,Reagan,91.2%,73.2%,17.9%,0.0%,2.5%,0.0%,1.3%,5.0%,91.0%,9.0%,47.9%,11.0%,9.6%,0.8%,0.3%,5.7%,7.2%,2.2%,15.2%,21.9,0.0%,23.5%,35.3%,41.2%,2280
Texas,Real,80.2%,72.0%,8.2%,0.1%,3.0%,0.8%,2.2%,13.8%,81.7%,16.9%,50.8%,8.8%,17.5%,6.2%,0.0%,5.1%,1.3%,6.7%,3.5%,17.5,1.4%,21.8%,42.1%,34.7%,2283
Texas,Red River,90.4%,79.0%,11.4%,0.0%,2.3%,0.0%,2.0%,5.3%,47.7%,48.2%,14.6%,10.9%,10.4%,11.2%,8.1%,20.4%,6.4%,10.6%,7.5%,27.9,4.6%,18.1%,32.9%,44.3%,2295
Texas,Reeves,95.1%,79.4%,15.8%,0.0%,1.4%,0.0%,1.4%,2.1%,93.2%,6.7%,51.9%,16.5%,6.4%,2.2%,0.6%,4.8%,0.2%,5.3%,12.2%,17.6,1.9%,12.2%,35.6%,50.2%,2308
Texas,Refugio,93.4%,84.3%,9.1%,0.0%,3.5%,0.0%,0.3%,2.9%,58.2%,41.7%,27.6%,18.1%,7.3%,3.9%,3.4%,9.3%,8.1%,12.6%,9.7%,24.1,3.0%,19.4%,43.5%,34.1%,2334
Texas,Roberts,88.9%,79.2%,9.7%,0.0%,8.9%,0.0%,0.0%,2.2%,45.9%,54.1%,46.1%,1.7%,11.6%,11.0%,14.4%,7.2%,3.6%,2.2%,2.2%,15.4,7.8%,7.0%,33.0%,52.2%,2348
Texas,Robertson,91.6%,78.4%,13.2%,0.0%,1.5%,0.3%,2.6%,4.0%,51.0%,48.0%,17.5%,16.0%,8.8%,11.9%,7.3%,14.9%,8.3%,7.8%,7.7%,25.5,5.1%,23.9%,31.3%,39.7%,2353
Texas,Rockwall,87.8%,79.2%,8.5%,0.6%,0.6%,0.0%,0.8%,10.2%,39.6%,59.6%,8.5%,11.0%,9.2%,9.0%,5.3%,14.5%,11.0%,15.5%,15.9%,32.6,0.5%,7.7%,45.3%,46.4%,2355
Texas,Runnels,95.1%,83.5%,11.6%,0.3%,2.1%,0.0%,0.6%,2.0%,62.1%,37.3%,27.3%,13.4%,9.0%,13.4%,2.3%,9.2%,9.0%,8.5%,7.9%,24.2,0.2%,18.6%,48.6%,32.6%,2361
Texas,Rusk,94.8%,87.1%,7.7%,0.2%,0.7%,0.0%,1.4%,2.8%,45.2%,53.9%,13.7%,14.6%,13.9%,12.1%,6.1%,16.1%,8.3%,6.7%,8.5%,27.1,1.1%,16.8%,43.8%,38.4%,2367
Texas,Sabine,93.8%,89.9%,3.9%,0.0%,2.2%,0.0%,1.1%,2.8%,61.1%,24.2%,33.4%,9.6%,14.7%,6.4%,3.4%,7.1%,3.7%,11.8%,9.9%,29.0,0.9%,22.1%,38.7%,38.3%,2370
Texas,San Augustine,88.9%,78.3%,10.6%,0.0%,4.7%,0.8%,2.1%,3.6%,58.1%,39.3%,27.5%,15.8%,9.4%,8.1%,6.0%,13.5%,6.0%,9.2%,4.5%,23.9,4.4%,25.4%,43.0%,27.3%,2380
Texas,San Jacinto,90.0%,78.6%,11.4%,0.5%,2.0%,0.0%,4.2%,3.4%,26.0%,72.8%,12.0%,6.5%,8.2%,8.4%,4.2%,14.6%,8.1%,8.7%,29.4%,40.5,0.2%,14.9%,37.4%,47.5%,2387
Texas,San Patricio,94.1%,86.3%,7.8%,0.2%,1.1%,0.0%,0.6%,4.1%,55.9%,42.8%,20.6%,11.7%,14.8%,11.6%,7.6%,15.2%,7.1%,6.2%,5.3%,23.2,1.5%,21.2%,41.5%,35.8%,2415
Texas,San Saba,93.3%,70.4%,22.9%,0.0%,1.3%,0.0%,0.1%,5.2%,69.1%,30.9%,38.5%,5.2%,12.7%,4.2%,1.0%,7.2%,6.3%,4.3%,20.7%,29.5,1.6%,13.7%,47.7%,37.0%,2435
Texas,Schleicher,91.4%,86.9%,4.5%,0.0%,0.0%,0.0%,2.3%,6.3%,70.3%,29.3%,57.4%,10.5%,3.6%,7.1%,0.4%,2.1%,0.0%,6.6%,12.3%,22.4,0.0%,17.6%,50.8%,31.5%,2437
Texas,Scurry,94.6%,81.6%,13.0%,0.0%,0.9%,1.5%,1.0%,2.1%,88.2%,11.5%,32.3%,26.1%,18.4%,6.9%,1.2%,3.8%,2.7%,3.9%,4.7%,17.8,2.5%,24.2%,42.4%,30.8%,2443
Texas,Shackelford,92.7%,87.8%,4.9%,0.0%,2.1%,0.0%,3.1%,2.2%,47.3%,52.7%,32.5%,3.9%,11.6%,14.8%,2.0%,6.3%,12.5%,8.6%,7.7%,25.1,0.0%,14.0%,45.2%,40.8%,2445
Texas,Shelby,93.8%,82.9%,11.0%,0.0%,1.9%,0.0%,1.4%,2.9%,74.5%,21.0%,26.3%,17.0%,14.2%,7.6%,3.0%,14.6%,3.5%,5.0%,9.0%,24.0,4.7%,15.9%,46.4%,33.0%,2448
Texas,Sherman,92.9%,76.7%,16.1%,0.0%,5.8%,0.0%,0.2%,1.2%,61.7%,28.4%,43.3%,11.4%,8.3%,3.9%,3.6%,11.6%,6.1%,4.9%,7.2%,20.4,1.6%,15.2%,42.1%,41.0%,2453
Texas,Smith,91.4%,82.5%,9.0%,0.5%,0.8%,0.3%,1.5%,5.4%,87.2%,11.6%,12.0%,15.8%,19.1%,17.5%,5.6%,15.7%,4.3%,4.2%,5.7%,23.6,1.5%,17.6%,43.3%,37.7%,2465
Texas,Somervell,88.4%,79.9%,8.5%,0.0%,0.7%,0.2%,5.0%,5.7%,54.0%,46.0%,16.4%,11.2%,13.6%,7.9%,2.5%,15.1%,8.2%,5.3%,19.7%,35.0,0.0%,7.7%,42.5%,49.8%,2470
Texas,Starr,86.9%,72.0%,14.9%,0.2%,4.2%,0.0%,0.7%,7.9%,79.5%,18.8%,20.3%,19.0%,18.2%,11.7%,4.3%,10.5%,1.5%,3.1%,11.5%,27.5,3.0%,20.1%,37.0%,39.9%,2474
Texas,Stephens,91.4%,80.3%,11.1%,0.0%,1.4%,0.0%,4.0%,3.2%,76.8%,22.9%,36.5%,14.3%,9.1%,12.2%,1.6%,10.1%,6.9%,2.3%,7.1%,20.3,4.1%,17.1%,34.5%,44.3%,2480
Texas,Sterling,93.7%,88.9%,4.8%,0.0%,0.0%,0.0%,4.8%,1.5%,79.3%,18.8%,39.9%,18.2%,3.1%,1.4%,4.0%,13.4%,0.0%,7.3%,12.7%,20.5,0.0%,30.4%,29.6%,40.0%,2481
Texas,Stonewall,93.4%,86.5%,6.9%,0.0%,2.2%,0.0%,3.6%,0.9%,79.1%,20.9%,63.2%,4.4%,5.5%,6.8%,2.8%,6.8%,4.7%,2.6%,3.2%,12.7,1.0%,11.7%,33.3%,54.0%,2486
Texas,Sutton,91.2%,84.0%,7.2%,0.0%,4.3%,0.0%,0.2%,4.2%,77.0%,23.0%,59.3%,3.6%,11.3%,3.8%,1.0%,5.3%,4.8%,3.0%,7.8%,17.4,0.2%,24.5%,45.7%,29.6%,2490
Texas,Swisher,89.9%,78.5%,11.3%,1.3%,4.4%,0.0%,0.8%,3.6%,60.8%,39.0%,37.5%,8.9%,13.7%,10.4%,2.1%,5.9%,2.7%,10.2%,8.7%,22.6,2.9%,26.7%,37.4%,33.0%,2495
Texas,Tarrant,90.2%,79.8%,10.4%,0.5%,1.1%,0.1%,1.0%,7.1%,77.8%,21.4%,8.4%,11.8%,14.8%,15.6%,7.2%,16.7%,8.7%,9.2%,7.6%,27.4,1.6%,18.2%,44.1%,36.1%,2500
Texas,Taylor,89.6%,78.7%,10.8%,0.7%,2.3%,0.3%,0.8%,6.4%,92.7%,7.0%,23.4%,25.4%,25.0%,12.8%,2.4%,4.7%,0.9%,1.6%,3.8%,17.2,2.4%,21.4%,48.4%,27.9%,2508
Texas,Terrell,86.4%,72.0%,14.5%,0.0%,0.0%,0.0%,0.0%,13.6%,99.1%,0.9%,65.2%,1.0%,3.8%,1.4%,0.0%,0.0%,0.0%,0.0%,28.6%,39.6,0.0%,18.7%,36.7%,44.6%,2518
Texas,Terry,94.7%,75.0%,19.7%,0.4%,1.8%,0.0%,0.0%,3.1%,69.3%,30.5%,41.3%,9.7%,12.5%,3.9%,1.5%,9.7%,6.4%,9.9%,5.2%,20.4,4.6%,19.6%,48.0%,27.8%,2522
Texas,Throckmorton,95.3%,79.9%,15.4%,0.0%,1.8%,0.0%,1.9%,1.0%,63.3%,36.1%,48.1%,5.9%,14.4%,9.5%,2.7%,7.7%,6.8%,1.2%,3.7%,15.1,0.7%,22.7%,52.5%,24.0%,2525
Texas,Titus,95.9%,81.3%,14.6%,0.2%,0.3%,0.0%,2.0%,1.6%,82.5%,16.3%,24.4%,21.6%,20.3%,14.6%,2.0%,5.4%,2.0%,1.6%,8.1%,19.8,1.6%,16.6%,41.3%,40.5%,2531
Texas,Tom Green,88.3%,78.2%,10.1%,0.2%,4.1%,0.3%,1.8%,5.3%,93.3%,6.5%,24.2%,23.8%,26.2%,11.7%,2.3%,3.8%,0.8%,1.3%,5.8%,18.7,1.9%,20.8%,42.6%,34.7%,2536
Texas,Travis,79.2%,70.4%,8.8%,2.4%,2.2%,0.9%,1.2%,14.0%,89.7%,9.8%,8.8%,11.8%,17.2%,16.2%,7.9%,16.4%,7.1%,8.7%,6.0%,25.9,2.6%,24.5%,46.0%,26.9%,2543
Texas,Trinity,92.4%,84.5%,7.9%,0.3%,2.1%,0.0%,0.8%,4.5%,46.3%,52.9%,15.0%,11.0%,13.4%,7.0%,3.2%,19.8%,7.7%,6.4%,16.4%,33.4,4.3%,16.2%,50.2%,29.4%,2553
Texas,Tyler,92.4%,85.5%,6.9%,0.0%,1.3%,0.0%,2.1%,4.2%,66.4%,32.7%,22.8%,12.6%,14.4%,4.8%,4.5%,5.1%,5.8%,8.4%,21.6%,31.8,3.0%,16.8%,45.5%,34.8%,2560
Texas,Upshur,92.1%,82.9%,9.2%,0.1%,2.1%,0.0%,1.4%,4.3%,37.4%,61.1%,14.7%,8.8%,8.7%,15.1%,9.4%,14.9%,11.4%,10.5%,6.4%,28.2,0.7%,17.2%,43.0%,39.2%,2566
Texas,Upton,96.0%,89.4%,6.6%,0.3%,1.5%,0.0%,0.0%,2.1%,66.0%,33.4%,46.1%,3.1%,2.2%,6.9%,1.6%,11.6%,2.3%,6.0%,20.3%,26.9,0.4%,14.2%,39.1%,46.3%,2572
Texas,Uvalde,93.9%,78.9%,15.0%,0.0%,1.5%,0.7%,1.3%,2.5%,89.9%,9.5%,32.6%,24.0%,15.2%,8.7%,2.1%,5.4%,3.2%,3.2%,5.7%,18.1,3.8%,21.2%,41.7%,33.3%,2576
Texas,Val Verde,91.9%,80.8%,11.1%,0.2%,2.4%,0.8%,3.1%,1.6%,89.7%,9.4%,27.1%,25.5%,25.4%,9.7%,1.6%,4.3%,1.0%,1.5%,4.0%,18.0,1.2%,19.1%,38.8%,40.9%,2582
Texas,Van Zandt,90.5%,78.6%,11.9%,0.0%,1.7%,0.1%,0.8%,6.9%,49.0%,49.4%,15.7%,10.1%,9.8%,9.2%,3.0%,10.1%,6.9%,11.5%,23.8%,36.7,1.1%,14.0%,34.4%,50.4%,2586
Texas,Victoria,91.1%,79.7%,11.4%,0.9%,1.7%,0.3%,0.6%,5.4%,85.7%,13.9%,16.9%,25.5%,19.2%,13.2%,3.8%,7.1%,3.9%,5.1%,5.3%,20.6,3.4%,19.2%,44.8%,32.6%,2595
Texas,Walker,89.6%,83.2%,6.4%,0.6%,3.1%,0.0%,1.2%,5.6%,76.2%,23.4%,7.7%,10.7%,11.8%,23.8%,8.6%,12.5%,6.9%,12.4%,5.7%,26.6,1.4%,22.7%,44.2%,31.7%,2603
Texas,Waller,92.0%,81.9%,10.0%,0.5%,2.4%,0.0%,0.5%,4.5%,39.1%,60.7%,14.1%,14.1%,10.8%,11.7%,4.1%,10.3%,7.6%,15.7%,11.6%,28.1,1.5%,14.3%,37.4%,46.9%,2606
Texas,Ward,94.3%,83.4%,10.9%,0.0%,1.4%,0.0%,2.9%,1.4%,74.3%,24.8%,30.7%,24.1%,9.8%,7.3%,1.7%,8.1%,1.7%,7.7%,9.0%,21.1,1.2%,21.6%,34.9%,42.3%,2610
Texas,Washington,90.4%,80.1%,10.3%,0.0%,2.2%,0.1%,1.5%,5.8%,81.8%,18.1%,25.4%,18.4%,15.2%,15.1%,4.2%,6.1%,2.8%,5.3%,7.3%,21.3,1.6%,19.3%,34.4%,44.7%,2613
Texas,Webb,91.7%,80.7%,11.0%,1.0%,1.6%,0.1%,2.0%,3.6%,95.1%,4.1%,11.7%,17.4%,24.0%,17.0%,5.2%,13.0%,3.0%,4.3%,4.4%,21.7,1.8%,20.3%,37.4%,40.6%,2616
Texas,Wharton,96.3%,87.4%,8.9%,0.1%,1.2%,0.0%,0.8%,1.6%,71.5%,28.2%,27.5%,15.1%,12.6%,10.9%,3.7%,6.5%,5.4%,7.3%,11.0%,24.2,1.6%,18.2%,40.4%,39.7%,2618
Texas,Wheeler,93.4%,82.6%,10.8%,0.0%,1.8%,0.0%,2.3%,2.5%,81.1%,13.9%,40.8%,11.2%,10.1%,6.7%,3.1%,10.4%,0.9%,6.8%,9.9%,22.1,3.3%,16.9%,46.5%,33.3%,2623
Texas,Wichita,84.9%,75.1%,9.8%,0.5%,8.0%,0.2%,1.8%,4.6%,95.4%,2.6%,27.4%,26.6%,22.5%,11.5%,3.9%,3.2%,0.9%,1.3%,2.7%,15.4,2.0%,24.1%,43.9%,29.9%,2632
Texas,Wilbarger,96.1%,79.5%,16.6%,0.0%,1.4%,0.0%,0.9%,1.5%,87.8%,10.1%,46.9%,20.2%,10.5%,6.7%,0.1%,5.6%,3.2%,1.7%,5.0%,15.5,1.8%,23.4%,47.1%,27.7%,2634
Texas,Willacy,91.3%,83.3%,8.1%,0.0%,3.4%,0.0%,0.4%,4.9%,61.8%,37.3%,27.2%,20.9%,11.3%,7.7%,5.3%,14.0%,4.4%,7.0%,2.2%,19.9,1.1%,17.6%,46.5%,34.8%,2639
Texas,Williamson,85.4%,76.7%,8.8%,0.7%,1.0%,0.2%,1.0%,11.7%,56.6%,42.9%,9.8%,10.3%,14.7%,14.0%,7.7%,15.1%,9.0%,11.0%,8.5%,28.0,0.9%,15.1%,47.7%,36.2%,2640
Texas,Wilson,88.7%,78.7%,9.9%,0.0%,1.1%,0.1%,0.7%,9.5%,40.0%,59.6%,9.3%,8.8%,8.2%,7.5%,4.2%,11.7%,13.3%,22.7%,14.5%,36.1,1.8%,9.6%,34.4%,54.1%,2641
Texas,Winkler,95.0%,82.7%,12.3%,0.0%,1.1%,0.0%,0.7%,3.2%,75.0%,23.9%,49.6%,11.2%,7.0%,1.4%,0.7%,7.4%,0.5%,4.0%,18.4%,22.0,1.1%,21.6%,33.0%,44.4%,2642
Texas,Wise,91.9%,80.4%,11.4%,0.2%,1.1%,0.1%,0.6%,6.2%,55.8%,43.5%,13.1%,11.2%,12.1%,10.9%,4.4%,12.1%,7.6%,13.8%,14.8%,33.3,0.9%,10.6%,36.0%,52.5%,2643
Texas,Wood,90.7%,79.1%,11.5%,0.2%,1.6%,0.1%,1.0%,6.5%,57.5%,41.1%,21.1%,12.1%,7.9%,7.6%,3.7%,12.4%,5.9%,16.9%,12.3%,31.1,2.4%,15.8%,42.2%,39.6%,2644
Texas,Yoakum,91.6%,73.0%,18.6%,0.0%,6.6%,0.0%,0.8%,1.0%,80.6%,8.9%,45.0%,11.3%,13.2%,3.1%,0.9%,3.3%,11.7%,3.4%,8.0%,20.5,1.2%,21.8%,31.6%,45.4%,2645
Texas,Young,91.2%,79.8%,11.3%,0.0%,1.5%,0.1%,1.0%,6.3%,91.2%,8.8%,46.1%,19.0%,8.1%,6.0%,3.6%,6.6%,1.5%,3.4%,5.7%,16.8,2.1%,19.6%,47.1%,31.2%,2646
Texas,Zapata,91.3%,70.3%,21.0%,0.0%,3.6%,0.0%,0.5%,4.5%,87.5%,12.5%,37.8%,25.2%,8.5%,4.0%,0.7%,5.8%,3.2%,0.7%,14.0%,22.9,4.4%,21.4%,36.2%,38.0%,2650
Texas,Zavala,90.3%,87.4%,2.9%,0.2%,3.1%,3.3%,0.6%,2.5%,66.4%,33.5%,37.1%,24.8%,15.1%,7.6%,6.8%,3.9%,0.2%,2.5%,2.0%,14.0,0.9%,21.1%,39.6%,38.4%,2651
Utah,Beaver,89.9%,73.3%,16.5%,0.0%,1.3%,0.0%,0.5%,8.4%,86.5%,11.5%,49.3%,6.2%,5.3%,8.1%,3.6%,6.7%,4.8%,10.2%,5.9%,18.7,0.5%,13.1%,29.7%,56.8%,2653
Utah,Box Elder,89.9%,77.7%,12.2%,0.6%,1.6%,0.1%,1.1%,6.7%,66.2%,32.7%,24.6%,15.3%,9.9%,10.1%,5.6%,13.0%,7.3%,6.8%,7.4%,23.5,1.9%,9.7%,31.3%,57.2%,2658
Utah,Cache,84.6%,73.7%,11.0%,1.8%,4.2%,1.3%,0.7%,7.4%,91.2%,7.1%,27.6%,26.7%,18.2%,10.0%,3.5%,5.4%,1.7%,2.9%,3.9%,17.0,1.4%,12.6%,39.4%,46.6%,2661
Utah,Carbon,91.4%,82.0%,9.4%,0.5%,2.9%,0.3%,0.5%,4.4%,90.3%,8.6%,39.0%,22.0%,16.7%,4.3%,1.6%,3.7%,2.6%,3.0%,7.0%,18.1,1.3%,13.4%,37.8%,47.4%,2665
Utah,Daggett,52.1%,46.8%,5.3%,1.1%,42.9%,0.0%,0.0%,3.9%,93.3%,3.2%,76.8%,7.0%,2.6%,5.2%,0.0%,0.0%,0.0%,4.8%,3.7%,10.5,5.4%,8.7%,43.3%,42.6%,2668
Utah,Davis,87.6%,78.4%,9.2%,1.7%,1.3%,0.3%,0.7%,8.4%,54.6%,44.7%,13.1%,15.1%,17.3%,15.6%,8.1%,11.5%,8.0%,6.6%,4.7%,23.4,1.1%,9.5%,40.2%,49.2%,2671
Utah,Duchesne,85.8%,77.8%,8.0%,0.3%,2.1%,0.5%,0.8%,10.6%,83.7%,14.9%,35.8%,14.6%,11.0%,9.8%,3.5%,11.7%,3.4%,4.3%,5.9%,19.8,0.8%,11.9%,39.1%,48.2%,2672
Utah,Emery,91.6%,79.9%,11.7%,0.2%,1.4%,0.2%,0.4%,6.2%,69.0%,28.7%,35.5%,8.4%,12.9%,12.6%,3.8%,9.6%,4.5%,4.7%,8.0%,20.9,0.5%,8.1%,29.1%,62.3%,2673
Utah,Garfield,79.1%,69.0%,10.1%,0.0%,8.6%,0.1%,2.3%,9.9%,91.6%,7.1%,54.7%,7.1%,14.2%,5.1%,5.1%,6.2%,1.0%,2.2%,4.4%,14.7,2.4%,13.1%,36.7%,47.8%,2674
Utah,Grand,85.1%,79.2%,5.9%,0.1%,2.3%,3.2%,0.7%,8.6%,97.1%,0.9%,53.2%,24.5%,12.2%,0.8%,0.2%,3.7%,1.4%,1.7%,2.3%,12.7,3.8%,23.2%,33.4%,39.7%,2675
Utah,Iron,88.3%,76.2%,12.1%,0.2%,2.7%,0.1%,0.7%,8.0%,90.3%,7.4%,34.7%,24.9%,17.6%,6.6%,1.1%,3.6%,1.6%,4.3%,5.6%,16.9,0.8%,12.9%,40.3%,46.1%,2676
Utah,Juab,88.5%,75.8%,12.7%,0.3%,3.7%,0.6%,0.1%,6.7%,58.9%,39.7%,38.5%,10.0%,6.6%,4.0%,2.6%,9.0%,7.6%,12.6%,9.2%,23.3,1.0%,9.2%,23.1%,66.7%,2677
Utah,Kane,82.7%,72.4%,10.4%,0.2%,5.8%,0.5%,0.6%,10.2%,91.6%,2.9%,50.9%,24.8%,6.5%,8.1%,4.3%,2.4%,1.1%,0.5%,1.5%,11.2,0.8%,17.3%,36.5%,45.4%,2678
Utah,Millard,90.9%,73.9%,17.0%,0.2%,2.9%,0.3%,0.6%,5.1%,92.8%,6.3%,42.7%,16.3%,11.1%,11.8%,2.6%,4.4%,2.7%,2.7%,5.6%,17.5,0.9%,7.6%,25.6%,65.9%,2680
Utah,Morgan,90.2%,81.1%,9.1%,0.3%,1.3%,0.2%,1.7%,6.3%,38.4%,60.0%,18.7%,6.7%,9.9%,10.6%,6.7%,20.9%,8.8%,8.8%,8.8%,27.4,1.2%,5.9%,29.6%,63.4%,2681
Utah,Piute,90.3%,82.5%,7.8%,1.1%,3.3%,0.0%,0.5%,4.7%,56.2%,42.2%,38.3%,13.2%,10.2%,0.0%,1.0%,22.0%,1.9%,1.9%,11.5%,22.7,0.0%,14.8%,34.3%,50.9%,2685
Utah,Rich,86.7%,78.0%,8.8%,1.9%,1.3%,0.0%,1.3%,8.9%,51.3%,5.9%,28.9%,12.1%,8.7%,1.7%,5.6%,10.8%,16.1%,6.6%,9.4%,23.9,0.0%,7.5%,40.1%,52.4%,2687
Utah,Salt Lake,83.7%,73.2%,10.5%,3.4%,2.0%,0.6%,0.9%,9.4%,92.6%,6.8%,10.4%,14.5%,19.2%,19.7%,8.2%,13.7%,5.5%,5.2%,3.6%,22.5,2.3%,16.0%,39.5%,42.3%,2690
Utah,San Juan,84.6%,78.1%,6.5%,0.4%,4.3%,0.2%,1.8%,8.8%,80.9%,6.9%,44.0%,10.1%,6.2%,11.1%,2.2%,7.6%,3.4%,4.9%,10.5%,21.6,3.1%,19.5%,29.6%,47.8%,2694
Utah,Sanpete,84.6%,71.7%,12.9%,0.3%,5.4%,0.5%,0.3%,8.9%,78.6%,19.8%,43.8%,12.8%,10.4%,4.8%,2.8%,6.3%,3.9%,5.6%,9.6%,20.8,0.7%,5.9%,35.5%,57.9%,2697
Utah,Sevier,87.6%,78.2%,9.5%,0.1%,2.8%,0.1%,1.0%,8.5%,92.4%,7.0%,38.7%,21.1%,14.9%,9.5%,2.4%,3.3%,1.6%,3.5%,4.9%,16.7,0.6%,10.9%,35.6%,52.9%,2702
Utah,Summit,75.6%,68.3%,7.3%,2.3%,1.6%,0.9%,2.0%,17.6%,74.0%,23.0%,20.5%,14.3%,11.5%,12.1%,7.3%,14.6%,6.7%,8.3%,4.7%,23.6,1.1%,15.1%,38.7%,45.1%,2703
Utah,Tooele,89.5%,73.7%,15.8%,1.5%,1.6%,0.4%,0.7%,6.4%,54.4%,43.2%,15.4%,12.4%,10.5%,6.8%,3.6%,11.9%,13.5%,14.3%,11.6%,29.0,1.6%,9.7%,36.4%,52.3%,2707
Utah,Uintah,91.3%,76.5%,14.7%,0.4%,2.6%,0.3%,0.7%,4.7%,88.5%,9.3%,36.4%,21.6%,12.5%,6.2%,2.9%,7.5%,1.9%,5.5%,5.5%,18.4,1.5%,13.9%,37.1%,47.5%,2539
Utah,Utah,82.1%,71.6%,10.6%,2.2%,3.8%,0.7%,1.0%,10.1%,84.3%,15.1%,16.7%,17.7%,18.4%,13.7%,6.2%,10.4%,5.5%,5.9%,5.4%,22.2,1.4%,11.7%,37.0%,49.9%,2555
Utah,Wasatch,87.4%,74.9%,12.4%,0.2%,1.6%,0.0%,0.7%,10.2%,55.7%,43.1%,24.3%,12.4%,7.1%,10.1%,7.6%,14.8%,6.9%,11.3%,5.4%,23.7,0.9%,9.5%,38.6%,51.0%,2567
Utah,Washington,86.8%,77.1%,9.7%,0.3%,1.5%,0.4%,1.4%,9.6%,95.0%,1.8%,22.8%,23.4%,20.4%,13.5%,5.0%,7.3%,2.6%,2.3%,2.7%,17.7,0.8%,13.5%,37.9%,47.7%,2577
